#Ast,Name,MPC,1st,HMag,G
NEA,2002 RT129,K02RC9T,0,19.5,0.15
NEA,2002 TB69,K02T69B,0,18.9,0.15
NEA,2002 TC60,K02T60C,0,18.4,0.15
NEA,2002 TD60,K02T60D,0,19.3,0.15
NEA,2002 TE66,K02T66E,0,18.4,0.15
NEA,2002 TR190,K02TJ0R,0,19.4,0.15
NEA,2002 TS67,K02T67S,0,18.9,0.15
NEA,2002 TY68,K02T68Y,0,18.7,0.15
NEA,2002 UA31,K02U31A,0,19.0,0.15
NEA,2002 UZ30,K02U30Z,0,19.5,0.15
NEA,2002 VC92,K02V92C,0,18.9,0.15
NEA,2002 VO85,K02V85O,0,21.6,0.15
NEA,2002 VU114,K02VB4U,0,22.8,0.15
NEA,2002 VV17,K02V17V,0,20.2,0.15
NEA,2002 WQ4,K02W04Q,0,19.6,0.15
NEA,2002 XC91,K02X91C,0,19.7,0.15
NEA,2002 XM90,K02X90M,0,18.0,0.15
NEA,2002 XQ40,K02X40Q,0,22.4,0.15
NEA,2002 XZ38,K02X38Z,0,18.1,0.15
NEA,2003 AF23,K03A23F,0,20.9,0.15
NEA,2003 AJ73,K03A73J,0,18.5,0.15
NEA,2003 AK18,K03A18K,0,19.8,0.15
NEA,2003 AK73,K03A73K,0,19.5,0.15
NEA,2003 AL73,K03A73L,0,19.4,0.15
NEA,2003 BB21,K03B21B,0,20.9,0.15
NEA,2003 DF16,K03D16F,0,19.9,0.15
NEA,2003 ED50,K03E50D,0,20.8,0.15
NEA,2003 EO16,K03E16O,0,20.5,0.15
NEA,2003 GB34,K03G34B,0,18.8,0.15
NEA,2003 JD13,K03J13D,0,19.8,0.15
NEA,2003 KQ18,K03K18Q,0,20.9,0.15
NEA,2003 KW16,K03K16W,0,20.1,0.15
NEA,2003 MD7,K03M07D,0,20.1,0.15
NEA,2003 ME7,K03M07E,0,20.7,0.15
NEA,2003 MK4,K03M04K,0,20.9,0.15
NEA,2003 QF70,K03Q70F,0,19.9,0.15
NEA,2003 SJ215,K03SL5J,0,19.4,0.15
NEA,2003 SS84,K03S84S,0,21.8,0.15
NEA,2003 UX34,K03U34X,0,20.1,0.15
NEA,2003 WB25,K03W25B,0,18.3,0.15
NEA,2003 WD158,K03WF8D,0,18.8,0.15
NEA,2003 WR21,K03W21R,0,19.6,0.15
NEA,2003 YL118,K03YB8L,0,21.6,0.15
NEA,2003 YS117,K03YB7S,0,18.2,0.15
NEA,2004 BD68,K04B68D,0,18.8,0.15
NEA,2004 BE68,K04B68E,0,18.4,0.15
NEA,2004 BG86,K04B86G,0,19.4,0.15
NEA,2004 BO41,K04B41O,0,18.0,0.15
NEA,2004 CE39,K04C39E,0,21.4,0.15
NEA,2004 FF29,K04F29F,0,18.1,0.15
NEA,2004 JX20,K04J20X,0,19.4,0.15
NEA,2004 KH15,K04K15H,0,19.7,0.15
NEA,2004 KK17,K04K17K,0,18.3,0.15
NEA,2004 MB6,K04M06B,0,19.5,0.15
NEA,2004 MQ1,K04M01Q,0,18.0,0.15
NEA,2004 MQ6,K04M06Q,0,19.7,0.15
NEA,2004 PS92,K04P92S,0,18.9,0.15
NEA,2004 QD14,K04Q14D,0,20.5,0.15
NEA,2004 QJ7,K04Q07J,0,18.5,0.15
NEA,2004 QT24,K04Q24T,0,18.3,0.15
NEA,2004 QV16,K04Q16V,0,18.1,0.15
NEA,2004 RX109,K04RA9X,0,18.1,0.15
NEA,2004 RY109,K04RA9Y,0,19.0,0.15
NEA,2004 RZ164,K04RG4Z,0,19.0,0.15
NEA,2004 SB20,K04S20B,0,18.8,0.15
NEA,2004 SB56,K04S56B,0,19.2,0.15
NEA,2004 SW55,K04S55W,0,20.7,0.15
NEA,2004 WK1,K04W01K,0,21.0,0.15
NEA,2004 XJ50,K04X50J,0,19.2,0.15
NEA,2004 XY60,K04X60Y,0,18.9,0.15
NEA,2005 CF41,K05C41F,0,18.5,0.15
NEA,2005 CW25,K05C25W,0,18.8,0.15
NEA,2005 FC3,K05F03C,0,19.1,0.15
NEA,2005 FE3,K05F03E,0,19.3,0.15
NEA,2005 HN3,K05H03N,0,21.2,0.15
NEA,2005 JA22,K05J22A,0,18.6,0.15
NEA,2005 JU108,K05JA8U,0,19.7,0.15
NEA,2005 LW39,K05L39W,0,20.0,0.15
NEA,2005 ML13,K05M13L,0,22.4,0.15
NEA,2005 NE21,K05N21E,0,21.2,0.15
NEA,2005 NJ63,K05N63J,0,21.0,0.15
NEA,2005 NW44,K05N44W,0,20.4,0.15
NEA,2005 NW44,K05N44W,0,20.4,0.15
NEA,2005 QG88,K05Q88G,0,20.4,0.15
NEA,2005 RD34,K05R34D,0,20.3,0.15
NEA,2005 SA71,K05S71A,0,18.8,0.15
NEA,2005 TO45,K05T45O,0,19.8,0.15
NEA,2005 TR50,K05T50R,0,20.2,0.15
NEA,2005 UN157,K05UF7N,0,18.2,0.15
NEA,2005 UT64,K05U64T,0,20.1,0.15
NEA,2005 XH8,K05X08H,0,18.0,0.15
NEA,2005 XT77,K05X77T,0,21.2,0.15
NEA,2005 XV77,K05X77V,0,20.6,0.15
NEA,2005 XW77,K05X77W,0,20.7,0.15
NEA,2006 BA148,K06BE8A,0,18.4,0.15
NEA,2006 BE55,K06B55E,0,21.9,0.15
NEA,2006 CT9,K06C09T,0,20.4,0.15
NEA,2006 DQ62,K06D62Q,0,19.5,0.15
NEA,2006 DU62,K06D62U,0,18.0,0.15
NEA,2006 FC35,K06F35C,0,21.1,0.15
NEA,2006 FH36,K06F36H,0,22.9,0.15
NEA,2006 FH36,K06F36H,0,22.9,0.15
NEA,2006 FK9,K06F09K,0,20.9,0.15
NEA,2006 FY35,K06F35Y,0,19.4,0.15
NEA,2006 HJ18,K06H18J,0,21.8,0.15
NEA,2006 HT30,K06H30T,0,20.2,0.15
NEA,2006 HV57,K06H57V,0,18.5,0.15
NEA,2006 JU41,K06J41U,0,19.3,0.15
NEA,2006 JZ25,K06J25Z,0,19.0,0.15
NEA,2006 KF89,K06K89F,0,18.5,0.15
NEA,2006 KL21,K06K21L,0,20.9,0.15
NEA,2006 KV86,K06K86V,0,18.7,0.15
NEA,2006 MD12,K06M12D,0,19.4,0.15
NEA,2006 NL,K06N00L,0,20.0,0.15
NEA,2006 OA5,K06O05A,0,19.7,0.15
NEA,2006 OD7,K06O07D,0,19.3,0.15
NEA,2006 PY17,K06P17Y,0,19.2,0.15
NEA,2006 QA58,K06Q58A,0,20.4,0.15
NEA,2006 RA55,K06R55A,0,19.4,0.15
NEA,2006 SO78,K06S78O,0,18.9,0.15
NEA,2006 UL185,K06UI5L,0,21.2,0.15
NEA,2006 UR216,K06UL6R,0,19.7,0.15
NEA,2006 WE129,K06WC9E,0,19.5,0.15
NEA,2006 WP127,K06WC7P,0,18.4,0.15
NEA,2006 WR127,K06WC7R,0,20.3,0.15
NEA,2006 WT29,K06W29T,0,19.7,0.15
NEA,2007 AE12,K07A12E,0,19.5,0.15
NEA,2007 AS12,K07A12S,0,19.1,0.15
NEA,2007 BX48,K07B48X,0,20.1,0.15
NEA,2007 CA27,K07C27A,0,21.3,0.15
NEA,2007 DM41,K07D41M,0,21.9,0.15
NEA,2007 DY40,K07D40Y,0,21.1,0.15
NEA,2007 EL88,K07E88L,0,19.0,0.15
NEA,2007 EP88,K07E88P,0,18.5,0.15
NEA,2007 LC15,K07L15C,0,18.6,0.15
NEA,2007 MC24,K07M24C,0,19.5,0.15
NEA,2007 MK13,K07M13K,0,20.0,0.15
NEA,2007 MK6,K07M06K,0,20.3,0.15
NEA,2007 ML13,K07M13L,0,20.1,0.15
NEA,2007 RQ133,K07RD3Q,0,18.8,0.15
NEA,2007 SP6,K07S06P,0,18.1,0.15
NEA,2007 SW2,K07S02W,0,21.4,0.15
NEA,2007 TW68,K07T68W,0,19.3,0.15
NEA,2007 VC138,K07VD8C,0,19.4,0.15
NEA,2007 VK184,K07VI4K,0,22.0,0.15
NEA,2007 VZ137,K07VD7Z,0,21.6,0.15
NEA,2007 XF25,K07X25F,0,21.4,0.15
NEA,2007 XH16,K07X16H,0,19.6,0.15
NEA,2007 XJ20,K07X20J,0,18.5,0.15
NEA,2007 YM56,K07Y56M,0,22.3,0.15
NEA,2007 YQ56,K07Y56Q,0,19.9,0.15
NEA,2007 YV29,K07Y29V,0,19.0,0.15
NEA,2008 AN33,K08A33N,0,19.0,0.15
NEA,2008 AZ30,K08A30Z,0,21.9,0.15
NEA,2008 CB22,K08C22B,0,19.7,0.15
NEA,2008 CC175,K08CH5C,0,21.3,0.15
NEA,2008 CL72,K08C72L,0,19.8,0.15
NEA,2008 EY68,K08E68Y,0,22.0,0.15
NEA,2008 GJ110,K08GB0J,0,20.5,0.15
NEA,2008 GP20,K08G20P,0,19.4,0.15
NEA,2008 JM20,K08J20M,0,21.0,0.15
NEA,2008 JO24,K08J24O,0,18.9,0.15
NEA,2008 KD6,K08K06D,0,19.7,0.15
NEA,2008 LN16,K08L16N,0,19.9,0.15
NEA,2008 LQ16,K08L16Q,0,20.1,0.15
NEA,2008 MG1,K08M01G,0,19.9,0.15
NEA,2008 MR1,K08M01R,0,18.3,0.15
NEA,2008 NO3,K08N03O,0,18.7,0.15
NEA,2008 PF1,K08P01F,0,18.1,0.15
NEA,2008 PR9,K08P09R,0,22.5,0.15
NEA,2008 QV11,K08Q11V,0,21.0,0.15
NEA,2008 RM98,K08R98M,0,20.4,0.15
NEA,2008 RP108,K08RA8P,0,20.1,0.15
NEA,2008 SD85,K08S85D,0,22.9,0.15
NEA,2008 SE85,K08S85E,0,19.8,0.15
NEA,2008 TB27,K08T27B,0,18.4,0.15
NEA,2008 UW91,K08U91W,0,21.6,0.15
NEA,2008 WK32,K08W32K,0,19.2,0.15
NEA,2008 WL64,K08W64L,0,18.7,0.15
NEA,2008 YX32,K08Y32X,0,20.8,0.15
NEA,2009 AM15,K09A15M,0,18.8,0.15
NEA,2009 BE58,K09B58E,0,21.8,0.15
NEA,2009 BH81,K09B81H,0,19.5,0.15
NEA,2009 BJ58,K09B58J,0,19.1,0.15
NEA,2009 DE47,K09D47E,0,18.7,0.15
NEA,2009 FF19,K09F19F,0,21.3,0.15
NEA,2009 HD21,K09H21D,0,18.2,0.15
NEA,2009 HF88,K09H88F,0,19.3,0.15
NEA,2009 HY67,K09H67Y,0,22.0,0.15
NEA,2009 KK8,K09K08K,0,18.7,0.15
NEA,2009 KN4,K09K04N,0,18.3,0.15
NEA,2009 KT21,K09K21T,0,19.8,0.15
NEA,2009 LW2,K09L02W,0,19.7,0.15
NEA,2009 MX6,K09M06X,0,19.2,0.15
NEA,2009 OO9,K09O09O,0,18.8,0.15
NEA,2009 QL8,K09Q08L,0,19.5,0.15
NEA,2009 SC229,K09SM9C,0,19.0,0.15
NEA,2009 SQ172,K09SH2Q,0,18.6,0.15
NEA,2009 TC8,K09T08C,0,18.8,0.15
NEA,2009 TK8,K09T08K,0,20.2,0.15
NEA,2009 UX19,K09U19X,0,18.9,0.15
NEA,2009 WM139,K09WD9M,0,18.6,0.15
NEA,2009 WO106,K09WA6O,0,19.1,0.15
NEA,2009 XG8,K09X08G,0,18.8,0.15
NEA,2010 AO60,K10A60O,0,21.8,0.15
NEA,2010 CC180,K10CI0C,0,18.7,0.15
NEA,2010 CG19,K10C19G,0,19.5,0.15
NEA,2010 CH55,K10C55H,0,19.6,0.15
NEA,2010 EJ43,K10E43J,0,21.0,0.15
NEA,2010 GJ65,K10G65J,0,21.1,0.15
NEA,2010 GP67,K10G67P,0,22.4,0.15
NEA,2010 HG20,K10H20G,0,21.4,0.15
NEA,2010 KU10,K10K10U,0,19.5,0.15
NEA,2010 LL34,K10L34L,0,19.4,0.15
NEA,2010 LM68,K10L68M,0,20.8,0.15
NEA,2010 PR10,K10P10R,0,21.6,0.15
NEA,2010 RA147,K10RE7A,0,19.3,0.15
NEA,2010 RM42,K10R42M,0,18.6,0.15
NEA,2010 TA55,K10T55A,0,22.0,0.15
NEA,2010 VK188,K10VI8K,0,18.5,0.15
NEA,2010 VN65,K10V65N,0,20.2,0.15
NEA,2010 WT8,K10W08T,0,21.9,0.15
NEA,2010 XA68,K10X68A,0,21.9,0.15
NEA,2010 XC15,K10X15C,0,21.4,0.15
NEA,2010 XC24,K10X24C,0,20.0,0.15
NEA,2010 XD11,K10X11D,0,18.1,0.15
NEA,2010 XD25,K10X25D,0,20.7,0.15
NEA,2010 XG11,K10X11G,0,20.0,0.15
NEA,2010 XP51,K10X51P,0,18.6,0.15
NEA,2010 XX58,K10X58X,0,18.4,0.15
NEA,2011 AM24,K11A24M,0,20.5,0.15
NEA,2011 AM24,K11A24M,0,20.5,0.15
NEA,2011 AR26,K11A26R,0,20.3,0.15
NEA,2011 BE38,K11B38E,0,18.3,0.15
NEA,2011 BO24,K11B24O,0,18.8,0.15
NEA,2011 BX18,K11B18X,0,18.2,0.15
NEA,2011 CY46,K11C46Y,0,19.9,0.15
NEA,2011 EF17,K11E17F,0,19.2,0.15
NEA,2011 EN40,K11E40N,0,20.6,0.15
NEA,2011 ET29,K11E29T,0,18.7,0.15
NEA,2011 EW29,K11E29W,0,20.8,0.15
NEA,2011 GL62,K11G62L,0,19.5,0.15
NEA,2011 GM44,K11G44M,0,19.5,0.15
NEA,2011 GO27,K11G27O,0,18.9,0.15
NEA,2011 GQ65,K11G65Q,0,18.8,0.15
NEA,2011 GX65,K11G65X,0,21.6,0.15
NEA,2011 HC36,K11H36C,0,20.7,0.15
NEA,2011 JP29,K11J29P,0,19.0,0.15
NEA,2011 JR13,K11J13R,0,19.5,0.15
NEA,2011 KP17,K11K17P,0,19.1,0.15
NEA,2011 LD19,K11L19D,0,18.0,0.15
NEA,2011 MB2,K11M02B,0,20.3,0.15
NEA,2011 ME,K11M00E,0,19.5,0.15
NEA,2011 ME5,K11M05E,0,19.5,0.15
NEA,2011 MW1,K11M01W,0,22.3,0.15
NEA,2011 NZ,K11N00Z,0,20.8,0.15
NEA,2011 OK5,K11O05K,0,20.9,0.15
NEA,2011 OL5,K11O05L,0,20.2,0.15
NEA,2011 PW6,K11P06W,0,18.5,0.15
NEA,2011 QH21,K11Q21H,0,18.7,0.15
NEA,2011 SM68,K11S68M,0,19.6,0.15
NEA,2011 SP68,K11S68P,0,22.3,0.15
NEA,2011 TG2,K11T02G,0,20.4,0.15
NEA,2011 TN9,K11T09N,0,21.3,0.15
NEA,2011 UG21,K11U21G,0,19.4,0.15
NEA,2011 UM147,K11UE7M,0,18.6,0.15
NEA,2011 US63,K11U63S,0,18.0,0.15
NEA,2011 UU158,K11UF8U,0,19.5,0.15
NEA,2011 UY255,K11UP5Y,0,23.0,0.15
NEA,2011 VS5,K11V05S,0,19.6,0.15
NEA,2011 VV5,K11V05V,0,19.0,0.15
NEA,2011 WD39,K11W39D,0,19.3,0.15
NEA,2011 WU95,K11W95U,0,19.5,0.15
NEA,2011 XA3,K11X03A,0,20.4,0.15
NEA,2011 XC,K11X00C,0,20.9,0.15
NEA,2011 XS2,K11X02S,0,18.2,0.15
NEA,2011 YT62,K11Y62T,0,22.4,0.15
NEA,2011 YV62,K11Y62V,0,21.3,0.15
NEA,2012 AD3,K12A03D,0,19.7,0.15
NEA,2012 AT10,K12A10T,0,20.1,0.15
NEA,2012 AT22,K12A22T,0,20.3,0.15
NEA,2012 AU10,K12A10U,0,18.2,0.15
NEA,2012 BC20,K12B20C,0,18.7,0.15
NEA,2012 BF86,K12B86F,0,22.6,0.15
NEA,2012 BM86,K12B86M,0,21.8,0.15
NEA,2012 BN11,K12B11N,0,20.8,0.15
NEA,2012 CC17,K12C17C,0,20.5,0.15
NEA,2012 DE61,K12D61E,0,19.4,0.15
NEA,2012 DJ61,K12D61J,0,19.9,0.15
NEA,2012 DK31,K12D31K,0,21.8,0.15
NEA,2012 EA2,K12E02A,0,19.2,0.15
NEA,2012 FD23,K12F23D,0,20.0,0.15
NEA,2012 FG58,K12F58G,0,22.0,0.15
NEA,2012 FK35,K12F35K,0,18.2,0.15
NEA,2012 FL35,K12F35L,0,19.7,0.15
NEA,2012 FQ1,K12F01Q,0,18.2,0.15
NEA,2012 GV11,K12G11V,0,22.3,0.15
NEA,2012 HG31,K12H31G,0,18.9,0.15
NEA,2012 HZ33,K12H33Z,0,20.4,0.15
NEA,2012 JS17,K12J17S,0,21.0,0.15
NEA,2012 KF47,K12K47F,0,21.0,0.15
NEA,2012 KY41,K12K41Y,0,18.1,0.15
NEA,2012 LF11,K12L11F,0,20.8,0.15
NEA,2012 MO3,K12M03O,0,20.8,0.15
NEA,2012 MR7,K12M07R,0,18.9,0.15
NEA,2012 OD1,K12O01D,0,18.6,0.15
NEA,2012 PG5,K12P05G,0,18.7,0.15
NEA,2012 PG6,K12P06G,0,20.3,0.15
NEA,2012 PQ28,K12P28Q,0,18.4,0.15
NEA,2012 QE50,K12Q50E,0,18.9,0.15
NEA,2012 QH8,K12Q08H,0,21.2,0.15
NEA,2012 QO10,K12Q10O,0,18.9,0.15
NEA,2012 SL8,K12S08L,0,20.8,0.15
NEA,2012 SN30,K12S30N,0,18.8,0.15
NEA,2012 ST9,K12S09T,0,19.7,0.15
NEA,2012 TQ78,K12T78Q,0,19.5,0.15
NEA,2012 TY52,K12T52Y,0,21.4,0.15
NEA,2012 TZ52,K12T52Z,0,20.7,0.15
NEA,2012 UA34,K12U34A,0,19.7,0.15
NEA,2012 UR136,K12UD6R,0,19.3,0.15
NEA,2012 UZ33,K12U33Z,0,19.2,0.15
NEA,2012 VE37,K12V37E,0,20.7,0.15
NEA,2012 VJ82,K12V82J,0,19.7,0.15
NEA,2012 VO76,K12V76O,0,21.1,0.15
NEA,2012 WK4,K12W04K,0,21.4,0.15
NEA,2012 XM145,K12XE5M,0,20.2,0.15
NEA,2012 XS134,K12XD4S,0,18.4,0.15
NEA,2012 XS93,K12X93S,0,19.8,0.15
NEA,2013 AA53,K13A53A,0,19.4,0.15
NEA,2013 AE69,K13A69E,0,21.3,0.15
NEA,2013 AU27,K13A27U,0,18.9,0.15
NEA,2013 AV60,K13A60V,0,18.6,0.15
NEA,2013 AW52,K13A52W,0,19.9,0.15
NEA,2013 AW60,K13A60W,0,18.8,0.15
NEA,2013 AX52,K13A52X,0,20.2,0.15
NEA,2013 BE19,K13B19E,0,19.8,0.15
NEA,2013 BM76,K13B76M,0,20.3,0.15
NEA,2013 BO76,K13B76O,0,20.4,0.15
NEA,2013 BP73,K13B73P,0,20.4,0.15
NEA,2013 CL89,K13C89L,0,19.4,0.15
NEA,2013 CP35,K13C35P,0,18.2,0.15
NEA,2013 CQ35,K13C35Q,0,19.7,0.15
NEA,2013 CW32,K13C32W,0,21.9,0.15
NEA,2013 EC28,K13E28C,0,20.8,0.15
NEA,2013 ER89,K13E89R,0,20.2,0.15
NEA,2013 FD11,K13F11D,0,19.7,0.15
NEA,2013 FY13,K13F13Y,0,20.5,0.15
NEA,2013 GR38,K13G38R,0,21.8,0.15
NEA,2013 GW68,K13G68W,0,21.8,0.15
NEA,2013 GX79,K13G79X,0,20.8,0.15
NEA,2013 GY7,K13G07Y,0,20.3,0.15
NEA,2013 GZ79,K13G79Z,0,19.9,0.15
NEA,2013 HT15,K13H15T,0,21.8,0.15
NEA,2013 JK22,K13J22K,0,20.3,0.15
NEA,2013 LC7,K13L07C,0,19.4,0.15
NEA,2013 LE16,K13L16E,0,18.5,0.15
NEA,2013 LW28,K13L28W,0,18.8,0.15
NEA,2013 MH7,K13M07H,0,19.5,0.15
NEA,2013 OM9,K13O09M,0,18.3,0.15
NEA,2013 PN43,K13P43N,0,20.7,0.15
NEA,2013 PU31,K13P31U,0,18.0,0.15
NEA,2013 QK48,K13Q48K,0,18.4,0.15
NEA,2013 RB21,K13R21B,0,21.1,0.15
NEA,2013 RD32,K13R32D,0,18.4,0.15
NEA,2013 RX80,K13R80X,0,18.0,0.15
NEA,2013 RX80,K13R80X,0,18.0,0.15
NEA,2013 SK19,K13S19K,0,18.7,0.15
NEA,2013 TH5,K13T05H,0,18.0,0.15
NEA,2013 UG9,K13U09G,0,18.5,0.15
NEA,2013 UH9,K13U09H,0,18.6,0.15
NEA,2013 VA10,K13V10A,0,22.2,0.15
NEA,2013 VM4,K13V04M,0,20.5,0.15
NEA,2013 VO5,K13V05O,0,21.3,0.15
NEA,2013 WT44,K13W44T,0,19.3,0.15
NEA,2013 WW44,K13W44W,0,20.4,0.15
NEA,2013 WY67,K13W67Y,0,19.3,0.15
NEA,2013 XB10,K13X10B,0,19.6,0.15
NEA,2013 XE22,K13X22E,0,20.7,0.15
NEA,2013 XM24,K13X24M,0,19.0,0.15
NEA,2013 YZ37,K13Y37Z,0,19.8,0.15
NEA,2014 AA17,K14A17A,0,20.2,0.15
NEA,2014 AR46,K14A46R,0,19.2,0.15
NEA,2014 BS32,K14B32S,0,18.7,0.15
NEA,2014 DE80,K14D80E,0,19.0,0.15
NEA,2014 ED49,K14E49D,0,18.5,0.15
NEA,2014 EH45,K14E45H,0,22.8,0.15
NEA,2014 EZ48,K14E48Z,0,18.8,0.15
NEA,2014 GD50,K14G50D,0,20.0,0.15
NEA,2014 GK1,K14G01K,0,19.7,0.15
NEA,2014 GL49,K14G49L,0,20.7,0.15
NEA,2014 HK129,K14HC9K,0,21.1,0.15
NEA,2014 HQ124,K14HC4Q,0,18.9,0.15
NEA,2014 HR178,K14HH8R,0,20.0,0.15
NEA,2014 JG78,K14J78G,0,19.7,0.15
NEA,2014 JU54,K14J54U,0,19.8,0.15
NEA,2014 KE91,K14K91E,0,18.2,0.15
NEA,2014 KR84,K14K84R,0,20.3,0.15
NEA,2014 KT86,K14K86T,0,20.5,0.15
NEA,2014 LU14,K14L14U,0,19.7,0.15
NEA,2014 MC6,K14M06C,0,19.4,0.15
NEA,2014 NF64,K14N64F,0,18.2,0.15
NEA,2014 OL339,K14OX9L,0,22.9,0.15
NEA,2014 PA59,K14P59A,0,20.8,0.15
NEA,2014 PG51,K14P51G,0,20.6,0.15
NEA,2014 QJ433,K14Qh3J,0,18.7,0.15
NEA,2014 QK296,K14QT6K,0,18.5,0.15
NEA,2014 QK296,K14QT6K,0,18.5,0.15
NEA,2014 QW296,K14QT6W,0,18.6,0.15
NEA,2014 SK142,K14SE2K,0,19.7,0.15
NEA,2014 SP142,K14SE2P,0,21.7,0.15
NEA,2014 SZ303,K14SU3Z,0,18.1,0.15
NEA,2014 TF17,K14T17F,0,20.7,0.15
NEA,2014 TX32,K14T32X,0,20.2,0.15
NEA,2014 UH175,K14UH5H,0,20.4,0.15
NEA,2014 UR116,K14UB6R,0,19.7,0.15
NEA,2014 UT192,K14UJ2T,0,19.6,0.15
NEA,2014 VN6,K14V06N,0,19.1,0.15
NEA,2014 WE365,K14Wa5E,0,21.0,0.15
NEA,2014 WF497,K14Wn7F,0,20.1,0.15
NEA,2014 WP365,K14Wa5P,0,20.3,0.15
NEA,2014 XL7,K14X07L,0,21.0,0.15
NEA,2014 YJ14,K14Y14J,0,18.3,0.15
NEA,2014 YY43,K14Y43Y,0,19.3,0.15
NEA,2015 AJ44,K15A44J,0,22.3,0.15
NEA,2015 AR45,K15A45R,0,19.8,0.15
NEA,2015 AW16,K15A16W,0,21.7,0.15
NEA,2015 AY245,K15AO5Y,0,21.2,0.15
NEA,2015 BA93,K15B93A,0,21.2,0.15
NEA,2015 BL509,K15Bo9L,0,20.0,0.15
NEA,2015 BR510,K15Bp0R,0,20.3,0.15
NEA,2015 DZ197,K15DJ7Z,0,18.4,0.15
NEA,2015 EE7,K15E07E,0,20.2,0.15
NEA,2015 FC35,K15F35C,0,21.9,0.15
NEA,2015 FQ118,K15FB8Q,0,20.5,0.15
NEA,2015 FS332,K15FX2S,0,18.4,0.15
NEA,2015 FT118,K15FB8T,0,20.4,0.15
NEA,2015 FT118,K15FB8T,0,20.4,0.15
NEA,2015 GX5,K15G05X,0,20.8,0.15
NEA,2015 GY,K15G00Y,0,21.7,0.15
NEA,2015 GZ13,K15G13Z,0,19.8,0.15
NEA,2015 HB10,K15H10B,0,18.3,0.15
NEA,2015 KJ157,K15KF7J,0,19.2,0.15
NEA,2015 KQ154,K15KF4Q,0,18.8,0.15
NEA,2015 MN116,K15MB6N,0,19.8,0.15
NEA,2015 MN66,K15M66N,0,20.1,0.15
NEA,2015 MW53,K15M53W,0,21.6,0.15
NEA,2015 NJ3,K15N03J,0,20.5,0.15
NEA,2015 NK3,K15N03K,0,21.3,0.15
NEA,2015 OB22,K15O22B,0,21.6,0.15
NEA,2015 QE9,K15Q09E,0,19.5,0.15
NEA,2015 QT9,K15Q09T,0,20.5,0.15
NEA,2015 RT83,K15R83T,0,19.9,0.15
NEA,2015 TA25,K15T25A,0,20.0,0.15
NEA,2015 TO237,K15TN7O,0,18.4,0.15
NEA,2015 UC67,K15U67C,0,19.6,0.15
NEA,2015 UC67,K15U67C,0,19.6,0.15
NEA,2015 UM67,K15U67M,0,18.9,0.15
NEA,2015 VD66,K15V66D,0,20.0,0.15
NEA,2015 VD66,K15V66D,0,20.0,0.15
NEA,2015 VO66,K15V66O,0,20.6,0.15
NEA,2015 WA1,K15W01A,0,21.7,0.15
NEA,2015 XA352,K15XZ2A,0,21.8,0.15
NEA,2015 XA352,K15XZ2A,0,21.8,0.15
NEA,2015 XJ261,K15XQ1J,0,19.6,0.15
NEA,2015 XR128,K15XC8R,0,19.2,0.15
NEA,2015 YU7,K15Y07U,0,21.3,0.15
NEA,2016 BX80,K16B80X,0,20.6,0.15
NEA,2016 CL264,K16CQ4L,0,19.3,0.15
NEA,2016 CR247,K16CO7R,0,21.6,0.15
NEA,2016 CX264,K16CQ4X,0,19.5,0.15
NEA,2016 EZ157,K16EF7Z,0,18.6,0.15
NEA,2016 FA4,K16F04A,0,19.6,0.15
NEA,2016 GU221,K16GM1U,0,20.1,0.15
NEA,2016 JQ17,K16J17Q,0,18.4,0.15
NEA,2016 KZ,K16K00Z,0,20.3,0.15
NEA,2016 LH49,K16L49H,0,18.8,0.15
NEA,2016 LL11,K16L11L,0,19.0,0.15
NEA,2016 LM48,K16L48M,0,20.5,0.15
NEA,2016 LU9,K16L09U,0,18.9,0.15
